Database,Borr Credit Report Authorization Method (Co-Mortgagor Pair: 2) - 2nd,4075#2,
Database,Borr Credit Score for Decision Making,HMDA.X116,
Database,Borr Credit Score for Decision Making,4174,
Database,Borr Credit Score for Decision Making - 2nd,HMDA.X116#2,
Database,Borr Credit Score for Decision Making (Co-Mortgagor Pair: 2) - 2nd,4174#2,
Database,Borr Credit Scoring Model,HMDA.X117,
Database,Borr Credit Scoring Model,4175,
Database,Borr Credit Scoring Model (Co-Mortgagor Pair: 2) - 2nd,4175#2,
Database,Borr Credit Scoring Model (Co-Mortgagor Pair: 2) - 2nd,HMDA.X117#2,
Database,Borr Cuban Indicator,4146,
Database,Borr Cuban Indicator - 2nd,4146#2,
Database,Borr Date Authorized Credit Report,4074,
Database,Borr Date Authorized Credit Report (Co-Mortgagor Pair: 2) - 2nd,4074#2,
Database,Borr Do Not Wish Indicator,4195,
Database,Borr Do Not Wish Indicator,4205,
Database,Borr Do Not Wish Indicator - 2nd,4205#2,
Database,Borr Do Not Wish Indicator - 2nd,4195#2,
Database,Borr DOB,1402,
Database,Borr DOB (Co-Mortgagor Pair: 2) - 2nd,1402#2,
Database,Borr Email,1240,
Database,Borr Email (Co-Mortgagor Pair: 2) - 2nd,1240#2,
Database,Borr Employer,FE0102,
Database,Borr Employer Addr,FE0104,
Database,Borr Employer City,FE0105,
Database,Borr Employer State,FE0106,
Database,Borr Employer Zip,FE0107,
Database,Borr Employment Monthly Income Amount,FE0156,
Database,Borr Employment Monthly Income Amount (Co-Mortgagor Pair: 2) - 2nd,FE0156#2,
Database,Borr Equifax Beacon,1414,
Database,Borr Ethnicity,1523,
Database,Borr Ethnicity (Co-Mortgagor Pair: 2) - 2nd,1523#2,
Database,Borr Experian Fico,67,
Database,Borr Female Indicator,4193,
Database,Borr Female Indicator - 2nd,4193#2,
Database,Borr Filipino Indicator,4150,
Database,Borr Filipino Indicator - 2nd,4150#2,
Database,Borr First Time Homebuyer,934,
Database,Borr Guamanian or Chamorro Indicator,4156,
Database,Borr Guamanian or Chamorro Indicator - 2nd,4156#2,
Database,Borr Hispanic or Latino Indicator,4210,
Database,Borr Hispanic or Latino Indicator - 2nd,4210#2,
Database,Borr Hmda Ethnicity Reported Field 1,4221,
Database,Borr Hmda Ethnicity Reported Field 1 - 2nd,4221#2,
Database,Borr Hmda Ethnicity Reported Field 2,4222,
Database,Borr Hmda Ethnicity Reported Field 2 - 2nd,4222#2,
Database,Borr Hmda Ethnicity Reported Field 3,4223,
Database,Borr Hmda Ethnicity Reported Field 3 - 2nd,4223#2,
Database,Borr Hmda Ethnicity Reported Field 4,4224,
Database,Borr Hmda Ethnicity Reported Field 4 - 2nd,4224#2,
Database,Borr Hmda Ethnicity Reported Field 5,4225,
Database,Borr Hmda Ethnicity Reported Field 5 - 2nd,4225#2,
Database,Borr Hmda Race Reported Field 2,4217,
Database,Borr Hmda Race Reported Field 2 - 2nd,4217#2,
Database,Borr Hmda Race Reported Field 3,4218,
Database,Borr Hmda Race Reported Field 3 - 2nd,4218#2,
Database,Borr Hmda Race Reported Field 4,4219,
Database,Borr Hmda Race Reported Field 4 - 2nd,4219#2,
Database,Borr Hmda Race Reported Field 5,4220,
Database,Borr Hmda Race Reported Field 5 - 2nd,4220#2,
Database,Borr Home Phone (Co-Mortgagor Pair: 2) - 2nd,66#2,
Database,Borr Info Other Descr 1,1193,
Database,Borr Info Other Descr 2,1194,
Database,Borr Info Other Descr 3,1195,
Database,Borr Info Points Paid,1191,
Database,Borr Info Refund Of Overpaid Interest,1192,
Database,Borr Information Not Provided,4244,
Database,Borr Information Not Provided,4245,
Database,Borr Information Not Provided - 2nd,4245#2,
Database,Borr Information Not Provided - 2nd,4244#2,
Database,Borr Information Not Provided Indicator,4243,
Database,Borr Information Not Provided Indicator - 2nd,4243#2,
Database,Borr Japanese Indicator,4151,
Database,Borr Japanese Indicator - 2nd,4151#2,
Database,Borr Korean Indicator,4152,
Database,Borr Korean Indicator - 2nd,4152#2,
Database,Borr Language Preference,URLA.X21,
Database,Borr Language Preference (Co-Mortgagor Pair: 2) - 2nd,URLA.X21#2,
Database,Borr Mailing Addr (Co-Mortgagor Pair: 2) - 2nd,1416#2,
Database,Borr Mailing Addr Same as Present,1819,
Database,Borr Mailing Country,URLA.X269,
Database,Borr Mailing Country (Co-Mortgagor Pair: 2) - 2nd,URLA.X269#2,
Database,Borr Mailing Country Code,URLA.X11,
Database,Borr Mailing Country Code (Co-Mortgagor Pair: 2) - 2nd,URLA.X11#2,
Database,Borr Mailing Foreign Address Indicator,URLA.X267,
Database,Borr Mailing Foreign Address Indicator (Co-Mortgagor Pair: 2) - 2nd,URLA.X267#2,
Database,Borr Mailing Unit,URLA.X8,
Database,Borr Mailing Unit (Co-Mortgagor Pair: 2) - 2nd,URLA.X8#2,
Database,Borr male Indicator,4194,
Database,Borr male Indicator - 2nd,4194#2,
Database,Borr Marital Status,52,
Database,Borr Marital Status (Co-Mortgagor Pair: 2) - 2nd,52#2,
Database,Borr Mexican Indicator,4144,
Database,Borr Mexican Indicator - 2nd,4144#2,
Database,Borr Military Service Indicator,URLA.X13,
Database,Borr Military Service Indicator (Co-Mortgagor Pair: 2) - 2nd,URLA.X13#2,
Database,Borr Minimum Fico,1484,
Database,Borr Native Hawaiian Indicator,4155,
Database,Borr Native Hawaiian Indicator - 2nd,4155#2,
Database,Borr Not Applicable Indicator,4196,
Database,Borr Not Applicable Indicator,4212,
Database,Borr Not Applicable Indicator - 2nd,4196#2,
Database,Borr Not Applicable Indicator - 2nd,4212#2,
Database,Borr Not Hispanic or Latino Indicator,4211,
Database,Borr Not Hispanic or Latino Indicator - 2nd,4211#2,
Database,Borr Other Asian Race,4128,
Database,Borr Other Asian Race - 2nd,4128#2,
Database,Borr Other Asian Race Indicator,4154,
Database,Borr Other Asian Race Indicator - 2nd,4154#2,
Database,Borr Other Hispanic Latino Origin,4125,
Database,Borr Other Hispanic Latino Origin - 2nd,4125#2,
Database,Borr Other Hispanic Latino Origin Indicator,4147,
Database,Borr Other Hispanic Latino Origin Indicator - 2nd,4147#2,
Database,Borr Other Pacific Islander Indicator,4158,
Database,Borr Other Pacific Islander Indicator - 2nd,4158#2,
Database,Borr Other Pacific Islander Race Origin,4130,
Database,Borr Other Pacific Islander Race Origin (Co-Mortgagor Pair: 2) - 2nd,4130#2,
Database,Borr Other Scoring Model,4176,
Database,Borr Other Scoring Model (Co-Mortgagor Pair: 2) - 2nd,4176#2,
Database,Borr Own # Yrs,FR0112,
Database,Borr Own # Yrs (Co-Mortgagor Pair: 2) - 2nd,FR0112#2,
Database,Borr Own/Rent Present Addr,FR0115,
Database,Borr Own/Rent Present Addr (Co-Mortgagor Pair: 2) - 2nd,FR0115#2,
Database,Borr Position,FE0110,
Database,Borr Present Addr,FR0126,
Database,Borr Present Addr (Co-Mortgagor Pair: 2) - 2nd,FR0104#2,
Database,Borr Present City (Co-Mortgagor Pair: 2) - 2nd,FR0106#2,
Database,Borr Present Country Code,FR0128,
Database,Borr Present County,FR0109,
Database,Borr Present Rent,FR0116,
Database,Borr Present State (Co-Mortgagor Pair: 2) - 2nd,FR0107#2,
Database,Borr Present Zip (Co-Mortgagor Pair: 2) - 2nd,FR0108#2,
Database,Borr Puerto Rican Indicator,4145,
Database,Borr Puerto Rican Indicator - 2nd,4145#2,
Database,Borr Race American Indian,1524,
Database,Borr Race American Indian - 2nd,1524#2,
Database,Borr Race Asian,1525,
Database,Borr Race Asian - 2nd,1525#2,
Database,Borr Race Black,1526,
Database,Borr Race Black - 2nd,1526#2,
Database,Borr Race Info not provided,1529,
Database,Borr Race Info not provided - 2nd,1529#2,
Database,Borr Race Native Hawaiian,1527,
Database,Borr Race Native Hawaiian - 2nd,1527#2,
Database,Borr Race Not Applicable,1530,
Database,Borr Race Not Applicable - 2nd,1530#2,
Database,Borr Race White,1528,
Database,Borr Race White - 2nd,1528#2,
Database,Borr Samoan Indicator,4157,
Database,Borr Samoan Indicator - 2nd,4157#2,
Database,Borr Self Employed,FE0115,
Database,Borr Self Employed (Co-Mortgagor Pair: 2) - 2nd,FE0115#2,
Database,Borr Sex Male/Female,471,
Database,Borr Sex Male/Female (Co-Mortgagor Pair: 2) - 2nd,471#2,
Database,Borr SSN (Co-Mortgagor Pair: 2) - 2nd,65#2,
Database,Borr Trans Details Application Taken By,4143,
Database,Borr Trans Details Application Taken By - 2nd,4143#2,
Database,Borr Transunion Empirica,1450,
Database,Borr Vietnamese Indicator,4153,
Database,Borr Vietnamese Indicator - 2nd,4153#2,
Database,Borr Was the Ethnicity of the Borrower collected on the basis of visual obs,4121,
Database,Borr Was the Ethnicity of the Borrower collected on the basis of visual obs,4121#2,
Database,Borr Was the Race of the Borrower collected on the basis of visual observ,4122,
Database,Borr Was the Race of the Borrower collected on the basis of visual observ,4122#2,
Database,Borr Was the Sex of the Borrower collected on the basis of visual observa,4123,
Database,Borr Was the Sex of the Borrower collected on the basis of visual observa,4134,
Database,Borr Was the Sex of the Borrower collected on the basis of visual observa,4123#2,
Database,Borr Yrs Line of Work,FE0116,
Database,BORROWER Community Property State Resident Indicator,URLA.X129,
Database,Borrower First Name (Co-Mortgagor Pair: 2) - 2nd,4000#2,
Database,Borrower First/Middle Name - 2nd,36#2,
Database,Borrower Homeownership Counseling Completion Date,URLA.X233,
Database,Borrower Last Name (Co-Mortgagor Pair: 2) - 2nd,4002#2,
Database,Borrower Last Name/Suffix - 2nd,37#2,
Database,Borrower Mailing Addr,1416,
Database,Borrower Mailing City,1417,
Database,Borrower Mailing State,1418,
Database,Borrower Mailing Zip,1419,
Database,Borrower Middle Name (Co-Mortgagor Pair: 2) - 2nd,4001#2,
Database,Borrower Ownership Interest Type,FE0155,
Database,Borrower Ownership Interest Type (Co-Mortgagor Pair: 2) - 2nd,FE0155#2,
Database,Borrower Suffix Name (Co-Mortgagor Pair: 2) - 2nd,4003#2,
Database,Borrower Vesting Borr 1 Corp/Trust Name,1859,
Database,Borrower Vesting Borr 1 Org State,1860,
Database,Borrower Vesting Borr 1 Org Tax ID,1862,
Database,Borrower Vesting Borr 1 Org Type,1861,
Database,Borrower Vesting Borr Beneficiaries,2970,
Database,Borrower Vesting Borr Final Vesting to Read,1867,
Database,Borrower Vesting Type,4008,
Database,Borrower Vesting Type (Co-Mortgagor Pair: 2) - 2nd,4008#2,
Database,Borrower Work Email,1178,
Database,Borrower Work Email (Co-Mortgagor Pair: 2) - 2nd,1178#2,
Database,Broker Lender Company ID,3237,
Database,Broker Lender Phone,324,
Database,Broker Name,VEND.X293,
Database,Business or Commercial Purpose,HMDA.X58,
Database,Buyer's Agent Biz Info License Number,VEND.X936,
Database,Buyer's Agent Contact Info License No,VEND.X739,
Database,Buyers Agent Email,VEND.X141,
Database,Can Your Loan Balance Rise,NEWHUD.X6,
Database,Can Your Loan Balance Rise,HMDA.X115,
Database,Cash,CD3.X40,
Database,Cash To Close,CD3.X23,
Database,CD Changed Circumstance Chkbx,CD1.X61,
Database,CD Changed Circumstance Rcvd Date,CD1.X62,
Database,CD Last Disclosed Lender Credits,CD2.XLDLCR,
Database,CD Last Disclosed Loan Costs,CD2.XLDLC,
Database,CD Last Disclosed Other Costs,CD2.XLDOC,
Database,CD Sent By - 1,DISCLOSEDCD.SentBy.1,
Database,CD Sent Date - 1,DISCLOSEDCD.SentDate.1,
Database,CD3 Cash To Close,CD3.X85,
Database,CD3 Cash To Close From To Borrower,CD3.X86,
Database,CD3 Closing Costs Paid Before Closing,CD3.X83,
Database,CD3 Total Closing Cost J,CD3.X82,
Database,CD3 Total Payoffs And Payments K,CD3.X84,
Database,CFPB HMDA Census Track,HMDA.X112,
Database,CFPB HMDA County Code,HMDA.X111,
Database,Change Chrgs 10 Descr,NEWHUD.X1098,
Database,Change Chrgs 10 GFE Line #,NEWHUD X1109,
Database,Change Chrgs 11 Descr,NEWHUD X1099,
Database,Change Chrgs 11 GFE Line #,NEWHUD X1110,
Database,Change Chrgs 12 Descr,NEWHUD X1100,
Database,Change Chrgs 12 GFE Line #,NEWHUD X1111,
Database,Change Chrgs 13 Descr,NEWHUD X1101,
Database,Change Chrgs 13 GFE Line #,NEWHUD X1112,
Database,Change Chrgs 14 Descr,NEWHUD X1102,
Database,Change Chrgs 14 GFE Line #,NEWHUD X1113,
Database,Change Chrgs 15 Descr,NEWHUD X1103,
Database,Change Chrgs 15 GFE Line #,NEWHUD X1114,
Database,Change Chrgs 16 Descr,NEWHUD X1104,
Database,Change Chrgs 16 GFE Line #,NEWHUD X1115,
Database,Change Chrgs 17 Descr,NEWHUD X1105,
Database,Change Chrgs 17 GFE Line #,NEWHUD X1116,
Database,Change Chrgs 7 Descr,NEWHUD X1095,
Database,Change Chrgs 7 GFE Line #,NEWHUD X1106,
Database,Change Chrgs 8 GFE Line #,NEWHUD X1107,
Database,Change Chrgs 9 GFE Line #,NEWHUD X1108,
Database,Changed Circumstance - Eligibility,LE1 X79,
Database,Changed Circumstance - Settlement Charges,LE1 X78,
Database,Changed Circumstance Chkbx,3168,
Database,Charges for the insurance are added to your loan payments,3531,
Database,Charges for the insurance are collected upfront at loan closing,3532,
Database,Closing Cost Program,1785,
Database,Closing Costs Paid At Closing,CD3.X1,
Database,Closing Costs Paid at Closing J,CD3.X46,
Database,Closing Disclosure - 24-hour Advanced Preview,CD1.X56,
Database,Closing disclosure - A. Origination Charges,CD2.XSTA,
Database,Closing disclosure - B. Services Borrower Did Not Shop For,CD2.XSTB,
Database,Closing disclosure - Borrower Paid Closing Cost At Closing,CD2.XBCCAC,
Database,Closing disclosure - Borrower Paid Closing Cost Before Closing,CD2.XBCCBC,
Database,Closing disclosure - C. Services Borrower Did Shop For,CD2.XSTC,
Database,Closing Disclosure - CD Date Issued,CD1 X1,
Database,Closing Disclosure - Change in APR,CD1 X52,
Database,Closing Disclosure - Change in Loan Product,CD1 X53,
Database,Closing Disclosure - Change in Settlement Charges,CD1 X55,
Database,Closing Disclosure - Changed Circumstance,CD1 X64,
Database,Closing Disclosure - Changed Circumstance - Eligibility,CD1 X68,
Database,Closing Disclosure - Clerical Error Correction,CD1 X58,
Database,Closing disclosure - Closing Cost Paid by Others,CD2.XCCBO,
Database,Closing Disclosure - Comments,CD1 X65,
Database,Closing Disclosure - Disclosure By,CD1 X48,
Database,Closing Disclosure - Disclosure Comments,CD1 X50,
Database,Closing Disclosure - Disclosure Received Date,CD1 X51,
Database,Closing Disclosure - Disclosure Sent Method,CD1 X49,
Database,Closing disclosure - E.Taxes and Other Government Fees,CD2.XSTE,
Database,"Closing Disclosure - Estimated Taxes, Insurance and Assessments",CD1 X3,
Database,Closing disclosure - F. Prepaids,CD2.XSTF,
Database,Closing disclosure - Final Cash To Close,CD3.X45,
Database,Closing disclosure - G. Initial Escrow Payment at Closing,CD2.XSTG,
Database,Closing disclosure - H. Other,CD2.XSTH,
Database,Closing Disclosure - In Escrow Homeowner Insurance,CD1 X5,
Database,Closing Disclosure - In Escrow Other,CD1 .X6,
Database,Closing Disclosure - In Escrow Property Taxes,CD1 X4,
Database,Closing Disclosure - Interest Rate dependent charges (Rate Lock),CD1 X67,
Database,Closing disclosure - J. Total Closing Costs (BORROWER Paid),CD2.XSTJ,
Database,Closing Disclosure - MIC Reference,CD1 X71,
Database,Closing Disclosure - Not a Natural Person (legal entity) Flag,CD1 X72,
Database,Closing Disclosure - Other,CD1 X59,
Database,Closing Disclosure - Other Description,CD1 X60,
Database,Closing Disclosure - Prepayment Penalty Added,CD1 X54,
Database,Closing Disclosure - Projected Calculation - Column 1 - Estimated Escrow,CD1 X12,
Database,Closing Disclosure - Projected Calculation - Column 1 - Estimated Escrow,CD1 XD12,
Database,Closing Disclosure - Projected Calculation - Column 1 - Interest Only,CD1 X10,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 1 - Maximum Monthl,CD1 X14,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 1 - Maximum Princip,CD1 X9,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 1 - Minimum Monthly,CD1 X13,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 1 - Minimum Principa,CD1 .X8,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 1 - Mortgage Insuran,CD1 X11,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 1 - Mortgage Insuran,CD1 XD11,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 1 - Range Payment,CD1 XD1,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 1 - Year,CD1 X7,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 2 - Estimated Escrow,CD1 X21,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 2 - Estimated Escrow,CD1 XD21,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 2 - Interest Only,CD1 X19,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 2 - Maximum Monthl,CD1 X23,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 2 - Maximum Princip,CD1 X18,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 2 - Minimum Monthly,CD1 X22,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 2 - Minimum Principa,CD1 X17,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 2 - Mortgage Insuran,CD1 X20,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 2 - Mortgage Insuran,CD1 XD20,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 2 - Range Payment,CD1 XD2,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 2 - Year From,CD1 X15,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 2 - Year To,CD1 X16,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 3 - Estimated Escrow,CD1 X30,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 3 - Estimated Escrow,CD1 XD30,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 3 - Interest Only,CD1 X28,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 3 - Maximum Monthl,CD1 X32,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 3 - Maximum Princip,CD1 X27,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 3 - Minimum Monthly,CD1 X31,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 3 - Minimum Principal,CD1 X26,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 3 - Mortgage Insuran,CD1 X29,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 3 - Mortgage Insuran,CD1 XD29,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 3 - Range Payment,CD1 XD3,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing Disclosure - Projected Calculation - Column 3 - Year From,CD1 X24,Screenshot 2025-08-24 at 1.33.05â€¯PM.png
Database,Closing disclosure - C. Services Borrower Did Shop For,CD2.XSTC,
Database,Closing Disclosure - CD Date Issued,CD1 X1,
Database,Closing Disclosure - Change in APR,CD1 X52,
Database,Closing Disclosure - Change in Loan Product,CD1 X53,
Database,Closing Disclosure - Change in Settlement Charges,CD1 X55,
Database,Closing Disclosure - Changed Circumstance,CD1 X64,
Database,Closing Disclosure - Changed Circumstance - Eligibility,CD1 X68,
Database,Closing Disclosure - Clerical Error Correction,CD1 X58,
Database,Closing disclosure - Closing Cost Paid by Others,CD2.XCCBO,
Database,Closing Disclosure - Comments,CD1 X65,
Database,Closing Disclosure - Disclosure By,CD1 X48,
Database,Closing Disclosure - Disclosure Comments,CD1 X50,
Database,Closing Disclosure - Disclosure Received Date,CD1.X51,
Database,Closing Disclosure - Disclosure Sent Method,CD1 X49,
Database,Closing disclosure - E.Taxes and Other Government Fees,CD2.XSTE,
Database,"Closing Disclosure - Estimated Taxes, Insurance and Assessments",CD1 X3,
Database,Closing disclosure - F. Prepaids,CD2.XSTF,
Database,Closing disclosure - Final Cash To Close,CD3.X45,
Database,Closing disclosure - G. Initial Escrow Payment at Closing,CD2.XSTG,
Database,Closing disclosure - H. Other,CD2.XSTH,
Database,Closing Disclosure - In Escrow Homeowner Insurance,CD1 X5,
Database,Closing Disclosure - In Escrow Other,CD1 .X6,
Database,Closing Disclosure - In Escrow Property Taxes,CD1 .X4,
Database,Closing Disclosure - Interest Rate dependent charges (Rate Lock),CD1 X67,
Database,Closing disclosure - J. Total Closing Costs (BORROWER Paid),CD2.XSTJ,
Database,Closing Disclosure - MIC Reference,CD1 X71,
Database,Closing Disclosure - Not a Natural Person (legal entity) Flag,CD1 X72,
